"Region","Country","State","City","Month","Day","Year","AvgTemperature"
"Asia","China","","Shanghai",8,20,2017,81.8
"Asia","China","","Shanghai",8,21,2017,85.2
"Asia","China","","Shanghai",8,22,2017,88.3
"Asia","China","","Shanghai",8,23,2017,88
"Asia","China","","Shanghai",8,24,2017,90.8
"Asia","China","","Shanghai",8,25,2017,87
"Asia","China","","Shanghai",8,26,2017,84
"Asia","China","","Shanghai",8,27,2017,86.5
"Asia","China","","Shanghai",8,28,2017,90.8
"Asia","China","","Shanghai",8,29,2017,83.1
"Asia","China","","Shanghai",8,30,2017,79
"Asia","China","","Shanghai",8,31,2017,78
"Asia","China","","Shanghai",8,1,2018,87.7
"Asia","China","","Shanghai",8,2,2018,86.3
"Asia","China","","Shanghai",8,3,2018,81.6
"Asia","China","","Shanghai",8,4,2018,88
"Asia","China","","Shanghai",8,5,2018,89.2
"Asia","China","","Shanghai",8,6,2018,88.6
"Asia","China","","Shanghai",8,7,2018,88.6
"Asia","China","","Shanghai",8,8,2018,88.7
"Asia","China","","Shanghai",8,9,2018,88.9
"Asia","China","","Shanghai",8,10,2018,90
"Asia","China","","Shanghai",8,11,2018,89.5
"Asia","China","","Shanghai",8,12,2018,81.9
"Asia","China","","Shanghai",8,13,2018,86.4
"Asia","China","","Shanghai",8,14,2018,86.7
"Asia","China","","Shanghai",8,15,2018,87
"Asia","China","","Shanghai",8,16,2018,82.5
"Asia","China","","Shanghai",8,17,2018,81.9
"Asia","China","","Shanghai",8,18,2018,85.2
"Asia","China","","Shanghai",8,19,2018,86.1
"Asia","China","","Shanghai",8,20,2018,86.7
"Asia","China","","Shanghai",8,21,2018,84.1
"Asia","China","","Shanghai",8,22,2018,85.1
"Asia","China","","Shanghai",8,23,2018,84
"Asia","China","","Shanghai",8,24,2018,85.3
"Asia","China","","Shanghai",8,25,2018,80.5
"Asia","China","","Shanghai",8,26,2018,82.9
"Asia","China","","Shanghai",8,27,2018,86.6
"Asia","China","","Shanghai",8,28,2018,85.3
"Asia","China","","Shanghai",8,29,2018,87
"Asia","China","","Shanghai",8,30,2018,87
"Asia","China","","Shanghai",8,31,2018,87.7
"Asia","China","","Shanghai",1,1,2019,37.8
"Asia","China","","Shanghai",1,2,2019,41.4
"Asia","China","","Shanghai",1,3,2019,47.6
"Asia","China","","Shanghai",1,4,2019,48.4
"Asia","China","","Shanghai",1,5,2019,45.7
"Asia","China","","Shanghai",1,6,2019,44.4
"Asia","China","","Shanghai",1,7,2019,44.3
"Asia","China","","Shanghai",1,8,2019,42.6
"Asia","China","","Shanghai",1,9,2019,40.5
"Asia","China","","Shanghai",1,10,2019,43.8
"Asia","China","","Shanghai",1,11,2019,45.6
"Asia","China","","Shanghai",1,12,2019,42.7
"Asia","China","","Shanghai",1,13,2019,40.2
"Asia","China","","Shanghai",1,14,2019,46.8
"Asia","China","","Shanghai",1,15,2019,42.5
"Asia","China","","Shanghai",1,16,2019,37.1
"Asia","China","","Shanghai",1,17,2019,40.3
"Asia","China","","Shanghai",1,18,2019,45.8
"Asia","China","","Shanghai",1,19,2019,47.2
"Asia","China","","Shanghai",1,20,2019,40.2
"Asia","China","","Shanghai",1,21,2019,41.2
"Asia","China","","Shanghai",1,22,2019,43.9
"Asia","China","","Shanghai",1,23,2019,-99
"Asia","China","","Shanghai",1,24,2019,47.5
"Asia","China","","Shanghai",1,25,2019,44.9
"Asia","China","","Shanghai",1,26,2019,37.6
"Asia","China","","Shanghai",1,27,2019,44.4
"Asia","China","","Shanghai",1,28,2019,43.8
"Asia","China","","Shanghai",1,29,2019,48.1
"Asia","China","","Shanghai",1,30,2019,51.3
"Asia","China","","Shanghai",1,31,2019,39.1
"Asia","China","","Shanghai",2,1,2019,38.5
"Asia","China","","Shanghai",2,2,2019,54.4
"Asia","China","","Shanghai",2,3,2019,45.4
"Asia","China","","Shanghai",2,4,2019,48.6
"Asia","China","","Shanghai",2,5,2019,49.2
"Asia","China","","Shanghai",2,6,2019,55.6
"Asia","China","","Shanghai",2,7,2019,40.2
"Asia","China","","Shanghai",2,8,2019,36.6
"Asia","China","","Shanghai",2,9,2019,37.6
"Asia","China","","Shanghai",2,10,2019,36.1
"Asia","China","","Shanghai",2,11,2019,38.3
"Asia","China","","Shanghai",2,12,2019,43.4
"Asia","China","","Shanghai",2,13,2019,42.9
"Asia","China","","Shanghai",2,14,2019,43.4
"Asia","China","","Shanghai",2,15,2019,41.1
"Asia","China","","Shanghai",2,16,2019,38.5
"Asia","China","","Shanghai",2,17,2019,41.8
"Asia","China","","Shanghai",2,18,2019,45.1
"Asia","China","","Shanghai",2,19,2019,43
"Asia","China","","Shanghai",2,20,2019,42.5
"Asia","China","","Shanghai",2,21,2019,43.2
"Asia","China","","Shanghai",2,22,2019,40.3
"Asia","China","","Shanghai",2,23,2019,43.4
"Asia","China","","Shanghai",2,24,2019,47.8
"Asia","China","","Shanghai",2,25,2019,45.8
"Asia","China","","Shanghai",2,26,2019,49.5
"Asia","China","","Shanghai",2,27,2019,47.1
"Asia","China","","Shanghai",2,28,2019,47.1
"Asia","China","","Shanghai",3,1,2019,48.9
"Asia","China","","Shanghai",3,2,2019,44.7
"Asia","China","","Shanghai",3,3,2019,47.8
"Asia","China","","Shanghai",3,4,2019,51.2
"Asia","China","","Shanghai",3,5,2019,50.1
"Asia","China","","Shanghai",3,6,2019,51.4
"Asia","China","","Shanghai",3,7,2019,45.1
"Asia","China","","Shanghai",3,8,2019,50
"Asia","China","","Shanghai",3,9,2019,50.5
"Asia","China","","Shanghai",3,10,2019,48.2
"Asia","China","","Shanghai",3,11,2019,54.4
"Asia","China","","Shanghai",3,12,2019,54.9
"Asia","China","","Shanghai",3,13,2019,54.3
"Asia","China","","Shanghai",3,14,2019,47.5
"Asia","China","","Shanghai",3,15,2019,55.4
"Asia","China","","Shanghai",3,16,2019,57.1
"Asia","China","","Shanghai",3,17,2019,60.5
"Asia","China","","Shanghai",3,18,2019,50.8
"Asia","China","","Shanghai",3,19,2019,59.4
"Asia","China","","Shanghai",3,20,2019,67.5
"Asia","China","","Shanghai",3,21,2019,52.8
"Asia","China","","Shanghai",3,22,2019,47.8
"Asia","China","","Shanghai",3,23,2019,52
"Asia","China","","Shanghai",3,24,2019,53.6
"Asia","China","","Shanghai",3,25,2019,52
"Asia","China","","Shanghai",3,26,2019,60.5
"Asia","China","","Shanghai",3,27,2019,61.2
"Asia","China","","Shanghai",3,28,2019,58.4
"Asia","China","","Shanghai",3,29,2019,59
"Asia","China","","Shanghai",3,30,2019,55.5
"Asia","China","","Shanghai",3,31,2019,51.1
"Asia","China","","Shanghai",4,1,2019,55.6
"Asia","China","","Shanghai",4,2,2019,58.2
"Asia","China","","Shanghai",4,3,2019,58.5
"Asia","China","","Shanghai",4,4,2019,56
"Asia","China","","Shanghai",4,5,2019,64.5
"Asia","China","","Shanghai",4,6,2019,67
"Asia","China","","Shanghai",4,7,2019,72.7
"Asia","China","","Shanghai",4,8,2019,72.5
"Asia","China","","Shanghai",4,9,2019,64
"Asia","China","","Shanghai",4,10,2019,51.9
"Asia","China","","Shanghai",4,11,2019,51.8
"Asia","China","","Shanghai",4,12,2019,58.3
"Asia","China","","Shanghai",4,13,2019,61.6
"Asia","China","","Shanghai",4,14,2019,57.9
"Asia","China","","Shanghai",4,15,2019,61.3
"Asia","China","","Shanghai",4,16,2019,59.5
"Asia","China","","Shanghai",4,17,2019,64.4
"Asia","China","","Shanghai",4,18,2019,72.7
"Asia","China","","Shanghai",4,19,2019,70.3
"Asia","China","","Shanghai",4,20,2019,69.9
"Asia","China","","Shanghai",4,21,2019,68.7
"Asia","China","","Shanghai",4,22,2019,66.6
"Asia","China","","Shanghai",4,23,2019,73.5
"Asia","China","","Shanghai",4,24,2019,-99
"Asia","China","","Shanghai",4,25,2019,66
"Asia","China","","Shanghai",4,26,2019,54.1
"Asia","China","","Shanghai",4,27,2019,61.2
"Asia","China","","Shanghai",4,28,2019,62.8
"Asia","China","","Shanghai",4,29,2019,60.7
"Asia","China","","Shanghai",4,30,2019,59
"Asia","China","","Shanghai",5,1,2019,63.6
"Asia","China","","Shanghai",5,2,2019,66.3
"Asia","China","","Shanghai",5,3,2019,70
"Asia","China","","Shanghai",5,4,2019,70.9
"Asia","China","","Shanghai",5,5,2019,69.8
"Asia","China","","Shanghai",5,6,2019,59.3
"Asia","China","","Shanghai",5,7,2019,63.9
"Asia","China","","Shanghai",5,8,2019,64.2
"Asia","China","","Shanghai",5,9,2019,69.5
"Asia","China","","Shanghai",5,10,2019,70.5
"Asia","China","","Shanghai",5,11,2019,73.6
"Asia","China","","Shanghai",5,12,2019,75
"Asia","China","","Shanghai",5,13,2019,66.3
"Asia","China","","Shanghai",5,14,2019,68.1
"Asia","China","","Shanghai",5,15,2019,68
"Asia","China","","Shanghai",5,16,2019,-99
"Asia","China","","Shanghai",5,17,2019,-99
"Asia","China","","Shanghai",5,18,2019,-99
"Asia","China","","Shanghai",5,19,2019,-99
"Asia","China","","Shanghai",5,20,2019,70.2
"Asia","China","","Shanghai",5,21,2019,73.8
"Asia","China","","Shanghai",5,22,2019,77.2
"Asia","China","","Shanghai",5,23,2019,81.3
"Asia","China","","Shanghai",5,24,2019,81.2
"Asia","China","","Shanghai",5,25,2019,76.6
"Asia","China","","Shanghai",5,26,2019,72.9
"Asia","China","","Shanghai",5,27,2019,72.2
"Asia","China","","Shanghai",5,28,2019,72.7
"Asia","China","","Shanghai",5,29,2019,74.5
"Asia","China","","Shanghai",5,30,2019,72
"Asia","China","","Shanghai",5,31,2019,70.5
"Asia","China","","Shanghai",6,1,2019,70.1
"Asia","China","","Shanghai",6,2,2019,72.7
"Asia","China","","Shanghai",6,3,2019,76.6
"Asia","China","","Shanghai",6,4,2019,79.6
"Asia","China","","Shanghai",6,5,2019,80.9
"Asia","China","","Shanghai",6,6,2019,80.1
"Asia","China","","Shanghai",6,7,2019,74.4
"Asia","China","","Shanghai",6,8,2019,77.3
"Asia","China","","Shanghai",6,9,2019,77.5
"Asia","China","","Shanghai",6,10,2019,75.4
"Asia","China","","Shanghai",6,11,2019,75.4
"Asia","China","","Shanghai",6,12,2019,74
"Asia","China","","Shanghai",6,13,2019,69.3
"Asia","China","","Shanghai",6,14,2019,74
"Asia","China","","Shanghai",6,15,2019,82.2
"Asia","China","","Shanghai",6,16,2019,83.2
"Asia","China","","Shanghai",6,17,2019,79.8
"Asia","China","","Shanghai",6,18,2019,73.5
"Asia","China","","Shanghai",6,19,2019,75.2
"Asia","China","","Shanghai",6,20,2019,73.6
"Asia","China","","Shanghai",6,21,2019,74.9
"Asia","China","","Shanghai",6,22,2019,74.5
"Asia","China","","Shanghai",6,23,2019,76.2
"Asia","China","","Shanghai",6,24,2019,76.5
"Asia","China","","Shanghai",6,25,2019,74.2
"Asia","China","","Shanghai",6,26,2019,74.2
"Asia","China","","Shanghai",6,27,2019,79.5
"Asia","China","","Shanghai",6,28,2019,87.3
"Asia","China","","Shanghai",6,29,2019,81.8
"Asia","China","","Shanghai",6,30,2019,76.7
"Asia","China","","Shanghai",7,1,2019,76.4
"Asia","China","","Shanghai",7,2,2019,77.1
"Asia","China","","Shanghai",7,3,2019,78.1
"Asia","China","","Shanghai",7,4,2019,78.4
"Asia","China","","Shanghai",7,5,2019,78.3
"Asia","China","","Shanghai",7,6,2019,81.6
"Asia","China","","Shanghai",7,7,2019,82
"Asia","China","","Shanghai",7,8,2019,80.7
"Asia","China","","Shanghai",7,9,2019,72.7
"Asia","China","","Shanghai",7,10,2019,73.7
"Asia","China","","Shanghai",7,11,2019,79.5
"Asia","China","","Shanghai",7,12,2019,75.8
"Asia","China","","Shanghai",7,13,2019,72.5
"Asia","China","","Shanghai",7,14,2019,78.7
"Asia","China","","Shanghai",7,15,2019,81.7
"Asia","China","","Shanghai",7,16,2019,79.8
"Asia","China","","Shanghai",7,17,2019,85.2
"Asia","China","","Shanghai",7,18,2019,85.1
"Asia","China","","Shanghai",7,19,2019,82
"Asia","China","","Shanghai",7,20,2019,85
"Asia","China","","Shanghai",7,21,2019,88.4
"Asia","China","","Shanghai",7,22,2019,88.7
"Asia","China","","Shanghai",7,23,2019,90.8
"Asia","China","","Shanghai",7,24,2019,90.4
"Asia","China","","Shanghai",7,25,2019,91
"Asia","China","","Shanghai",7,26,2019,93.2
"Asia","China","","Shanghai",7,27,2019,88.8
"Asia","China","","Shanghai",7,28,2019,89.7
"Asia","China","","Shanghai",7,29,2019,91.3
"Asia","China","","Shanghai",7,30,2019,91.6
"Asia","China","","Shanghai",7,31,2019,89.1
"Asia","China","","Shanghai",8,1,2019,89.2
"Asia","China","","Shanghai",8,2,2019,88
"Asia","China","","Shanghai",8,3,2019,84.1
"Asia","China","","Shanghai",8,4,2019,81.3
"Asia","China","","Shanghai",8,5,2019,85.8
"Asia","China","","Shanghai",8,6,2019,86.8
"Asia","China","","Shanghai",8,7,2019,88.1
"Asia","China","","Shanghai",8,8,2019,88.3
"Asia","China","","Shanghai",8,9,2019,83.8
"Asia","China","","Shanghai",8,10,2019,81.1
"Asia","China","","Shanghai",8,11,2019,84.4
"Asia","China","","Shanghai",8,12,2019,87.5
"Asia","China","","Shanghai",8,13,2019,84.9
"Asia","China","","Shanghai",8,14,2019,86.5
"Asia","China","","Shanghai",8,15,2019,85.3
"Asia","China","","Shanghai",8,16,2019,87.1
"Asia","China","","Shanghai",8,17,2019,89.2
"Asia","China","","Shanghai",8,18,2019,81.3
"Asia","China","","Shanghai",8,19,2019,83.6
"Asia","China","","Shanghai",8,20,2019,83.1
"Asia","China","","Shanghai",8,21,2019,85.7
"Asia","China","","Shanghai",8,22,2019,86.8
"Asia","China","","Shanghai",8,23,2019,84.9
"Asia","China","","Shanghai",8,24,2019,85.2
"Asia","China","","Shanghai",8,25,2019,86.4
"Asia","China","","Shanghai",8,26,2019,89.3
"Asia","China","","Shanghai",8,27,2019,87.7
"Asia","China","","Shanghai",8,28,2019,80.8
"Asia","China","","Shanghai",8,29,2019,69.7
"Asia","China","","Shanghai",8,30,2019,79.2
"Asia","China","","Shanghai",8,31,2019,78
"Asia","China","","Shanghai",9,1,2019,70.5
"Asia","China","","Shanghai",9,2,2019,73
"Asia","China","","Shanghai",9,3,2019,76.3
"Asia","China","","Shanghai",9,4,2019,77.7
"Asia","China","","Shanghai",9,5,2019,81.3
"Asia","China","","Shanghai",9,6,2019,77.4
"Asia","China","","Shanghai",9,7,2019,81.1
"Asia","China","","Shanghai",9,8,2019,81
"Asia","China","","Shanghai",9,9,2019,81.4
"Asia","China","","Shanghai",9,10,2019,83.6
"Asia","China","","Shanghai",9,11,2019,83.4
"Asia","China","","Shanghai",9,12,2019,81.7
"Asia","China","","Shanghai",9,13,2019,83
"Asia","China","","Shanghai",9,14,2019,82.9
"Asia","China","","Shanghai",9,15,2019,78
"Asia","China","","Shanghai",9,16,2019,78.6
"Asia","China","","Shanghai",9,17,2019,79.1
"Asia","China","","Shanghai",9,18,2019,76.7
"Asia","China","","Shanghai",9,19,2019,74.1
"Asia","China","","Shanghai",9,20,2019,76
"Asia","China","","Shanghai",9,21,2019,68.6
"Asia","China","","Shanghai",9,22,2019,70
"Asia","China","","Shanghai",9,23,2019,73.9
"Asia","China","","Shanghai",9,24,2019,75.5
"Asia","China","","Shanghai",9,25,2019,75.8
"Asia","China","","Shanghai",9,26,2019,75.3
"Asia","China","","Shanghai",9,27,2019,75.4
"Asia","China","","Shanghai",9,28,2019,76.4
"Asia","China","","Shanghai",9,29,2019,76.1
"Asia","China","","Shanghai",9,30,2019,78.5
"Asia","China","","Shanghai",10,1,2019,73.3
"Asia","China","","Shanghai",10,2,2019,76
"Asia","China","","Shanghai",10,3,2019,79.8
"Asia","China","","Shanghai",10,4,2019,79.4
"Asia","China","","Shanghai",10,5,2019,71.4
"Asia","China","","Shanghai",10,6,2019,72.4
"Asia","China","","Shanghai",10,7,2019,68.9
"Asia","China","","Shanghai",10,8,2019,65.7
"Asia","China","","Shanghai",10,9,2019,71
"Asia","China","","Shanghai",10,10,2019,76.4
"Asia","China","","Shanghai",10,11,2019,73.3
"Asia","China","","Shanghai",10,12,2019,73
"Asia","China","","Shanghai",10,13,2019,72.4
"Asia","China","","Shanghai",10,14,2019,66.9
"Asia","China","","Shanghai",10,15,2019,61.9
"Asia","China","","Shanghai",10,16,2019,66.6
"Asia","China","","Shanghai",10,17,2019,66.7
"Asia","China","","Shanghai",10,18,2019,66.3
"Asia","China","","Shanghai",10,19,2019,66.8
"Asia","China","","Shanghai",10,20,2019,67.4
"Asia","China","","Shanghai",10,21,2019,67.1
"Asia","China","","Shanghai",10,22,2019,68.1
"Asia","China","","Shanghai",10,23,2019,68.1
"Asia","China","","Shanghai",10,24,2019,68.6
"Asia","China","","Shanghai",10,25,2019,68.1
"Asia","China","","Shanghai",10,26,2019,62.5
"Asia","China","","Shanghai",10,27,2019,60
"Asia","China","","Shanghai",10,28,2019,62.5
"Asia","China","","Shanghai",10,29,2019,64.3
"Asia","China","","Shanghai",10,30,2019,65.3
"Asia","China","","Shanghai",10,31,2019,66.3
"Asia","China","","Shanghai",11,1,2019,67.7
"Asia","China","","Shanghai",11,2,2019,69.3
"Asia","China","","Shanghai",11,3,2019,65.8
"Asia","China","","Shanghai",11,4,2019,63.5
"Asia","China","","Shanghai",11,5,2019,61.9
"Asia","China","","Shanghai",11,6,2019,65.2
"Asia","China","","Shanghai",11,7,2019,62.9
"Asia","China","","Shanghai",11,8,2019,58.4
"Asia","China","","Shanghai",11,9,2019,59.5
"Asia","China","","Shanghai",11,10,2019,63.5
"Asia","China","","Shanghai",11,11,2019,64.6
"Asia","China","","Shanghai",11,12,2019,66.1
"Asia","China","","Shanghai",11,13,2019,61.8
"Asia","China","","Shanghai",11,14,2019,58.1
"Asia","China","","Shanghai",11,15,2019,62.7
"Asia","China","","Shanghai",11,16,2019,67.6
"Asia","China","","Shanghai",11,17,2019,67.8
"Asia","China","","Shanghai",11,18,2019,48.9
"Asia","China","","Shanghai",11,19,2019,50.2
"Asia","China","","Shanghai",11,20,2019,55.3
"Asia","China","","Shanghai",11,21,2019,60.4
"Asia","China","","Shanghai",11,22,2019,67
"Asia","China","","Shanghai",11,23,2019,68.6
"Asia","China","","Shanghai",11,24,2019,61.6
"Asia","China","","Shanghai",11,25,2019,47
"Asia","China","","Shanghai",11,26,2019,50.5
"Asia","China","","Shanghai",11,27,2019,48.3
"Asia","China","","Shanghai",11,28,2019,48.6
"Asia","China","","Shanghai",11,29,2019,50.8
"Asia","China","","Shanghai",11,30,2019,54.3
"Asia","China","","Shanghai",12,1,2019,46.3
"Asia","China","","Shanghai",12,2,2019,45.6
"Asia","China","","Shanghai",12,3,2019,44.7
"Asia","China","","Shanghai",12,4,2019,48.4
"Asia","China","","Shanghai",12,5,2019,50.7
"Asia","China","","Shanghai",12,6,2019,43.9
"Asia","China","","Shanghai",12,7,2019,43.5
"Asia","China","","Shanghai",12,8,2019,46.5
"Asia","China","","Shanghai",12,9,2019,51.3
"Asia","China","","Shanghai",12,10,2019,53.8
"Asia","China","","Shanghai",12,11,2019,50.1
"Asia","China","","Shanghai",12,12,2019,51
"Asia","China","","Shanghai",12,13,2019,53.7
"Asia","China","","Shanghai",12,14,2019,54.5
"Asia","China","","Shanghai",12,15,2019,58.8
"Asia","China","","Shanghai",12,16,2019,63.2
"Asia","China","","Shanghai",12,17,2019,52.2
"Asia","China","","Shanghai",12,18,2019,44.2
"Asia","China","","Shanghai",12,19,2019,43
"Asia","China","","Shanghai",12,20,2019,48.1
"Asia","China","","Shanghai",12,21,2019,49.9
"Asia","China","","Shanghai",12,22,2019,50.7
"Asia","China","","Shanghai",12,23,2019,52.2
"Asia","China","","Shanghai",12,24,2019,52.3
"Asia","China","","Shanghai",12,25,2019,56.2
"Asia","China","","Shanghai",12,26,2019,43.7
"Asia","China","","Shanghai",12,27,2019,42.1
"Asia","China","","Shanghai",12,28,2019,52.2
"Asia","China","","Shanghai",12,29,2019,53
"Asia","China","","Shanghai",12,30,2019,47.2
"Asia","China","","Shanghai",12,31,2019,37.3
"Asia","China","","Shenyang",1,1,1995,14
"Asia","China","","Shenyang",1,2,1995,25.6
"Asia","China","","Shenyang",1,3,1995,20.8
"Asia","China","","Shenyang",1,4,1995,18.3
"Asia","China","","Shenyang",1,5,1995,12.8
"Asia","China","","Shenyang",1,6,1995,26.3
"Asia","China","","Shenyang",1,7,1995,24.6
"Asia","China","","Shenyang",1,8,1995,30.9
"Asia","China","","Shenyang",1,9,1995,16.2
"Asia","China","","Shenyang",1,10,1995,11.3
"Asia","China","","Shenyang",1,11,1995,12.3
"Asia","China","","Shenyang",1,12,1995,15.1
"Asia","China","","Shenyang",1,13,1995,11.6
"Asia","China","","Shenyang",1,14,1995,13.6
"Asia","China","","Shenyang",1,15,1995,13.7
"Asia","China","","Shenyang",1,16,1995,12.7
"Asia","China","","Shenyang",1,17,1995,20.6
"Asia","China","","Shenyang",1,18,1995,13.6
"Asia","China","","Shenyang",1,19,1995,17.4
"Asia","China","","Shenyang",1,20,1995,25.4
"Asia","China","","Shenyang",1,21,1995,25.8
"Asia","China","","Shenyang",1,22,1995,21.5
"Asia","China","","Shenyang",1,23,1995,13.9
"Asia","China","","Shenyang",1,24,1995,23.5
"Asia","China","","Shenyang",1,25,1995,16.7
"Asia","China","","Shenyang",1,26,1995,13.5
"Asia","China","","Shenyang",1,27,1995,8.6
"Asia","China","","Shenyang",1,28,1995,11.7
"Asia","China","","Shenyang",1,29,1995,7.5
"Asia","China","","Shenyang",1,30,1995,19.4
"Asia","China","","Shenyang",1,31,1995,16.2
"Asia","China","","Shenyang",2,1,1995,16
"Asia","China","","Shenyang",2,2,1995,15.9
"Asia","China","","Shenyang",2,3,1995,12.7
"Asia","China","","Shenyang",2,4,1995,10.9
"Asia","China","","Shenyang",2,5,1995,13.9
"Asia","China","","Shenyang",2,6,1995,21.5
"Asia","China","","Shenyang",2,7,1995,25.8
"Asia","China","","Shenyang",2,8,1995,23.4
"Asia","China","","Shenyang",2,9,1995,21
"Asia","China","","Shenyang",2,10,1995,30.9
"Asia","China","","Shenyang",2,11,1995,33.5
"Asia","China","","Shenyang",2,12,1995,23.7
"Asia","China","","Shenyang",2,13,1995,21.4
"Asia","China","","Shenyang",2,14,1995,19.5
"Asia","China","","Shenyang",2,15,1995,19
"Asia","China","","Shenyang",2,16,1995,20.8
"Asia","China","","Shenyang",2,17,1995,33
"Asia","China","","Shenyang",2,18,1995,28.6
"Asia","China","","Shenyang",2,19,1995,24.3
"Asia","China","","Shenyang",2,20,1995,23
"Asia","China","","Shenyang",2,21,1995,23.8
"Asia","China","","Shenyang",2,22,1995,27.4
"Asia","China","","Shenyang",2,23,1995,26.3
"Asia","China","","Shenyang",2,24,1995,33.2
"Asia","China","","Shenyang",2,25,1995,25.7
"Asia","China","","Shenyang",2,26,1995,22.6
"Asia","China","","Shenyang",2,27,1995,25.5
"Asia","China","","Shenyang",2,28,1995,23.1
"Asia","China","","Shenyang",3,1,1995,29.8
"Asia","China","","Shenyang",3,2,1995,29.9
"Asia","China","","Shenyang",3,3,1995,25.5
"Asia","China","","Shenyang",3,4,1995,30.3
"Asia","China","","Shenyang",3,5,1995,35.3
"Asia","China","","Shenyang",3,6,1995,37
"Asia","China","","Shenyang",3,7,1995,39.7
"Asia","China","","Shenyang",3,8,1995,45.7
"Asia","China","","Shenyang",3,9,1995,35.8
"Asia","China","","Shenyang",3,10,1995,33.7
"Asia","China","","Shenyang",3,11,1995,34.4
"Asia","China","","Shenyang",3,12,1995,33.8
"Asia","China","","Shenyang",3,13,1995,41
"Asia","China","","Shenyang",3,14,1995,42.2
"Asia","China","","Shenyang",3,15,1995,42.5
"Asia","China","","Shenyang",3,16,1995,19.8
"Asia","China","","Shenyang",3,17,1995,28.5
"Asia","China","","Shenyang",3,18,1995,32.6
"Asia","China","","Shenyang",3,19,1995,41.4
"Asia","China","","Shenyang",3,20,1995,41.8
"Asia","China","","Shenyang",3,21,1995,37.3
"Asia","China","","Shenyang",3,22,1995,30.8
"Asia","China","","Shenyang",3,23,1995,30.4
"Asia","China","","Shenyang",3,24,1995,32.4
"Asia","China","","Shenyang",3,25,1995,35
"Asia","China","","Shenyang",3,26,1995,40.9
"Asia","China","","Shenyang",3,27,1995,34.1
"Asia","China","","Shenyang",3,28,1995,39.6
"Asia","China","","Shenyang",3,29,1995,42.3
"Asia","China","","Shenyang",3,30,1995,41.6
"Asia","China","","Shenyang",3,31,1995,36.7
"Asia","China","","Shenyang",4,1,1995,30.6
"Asia","China","","Shenyang",4,2,1995,37.7
"Asia","China","","Shenyang",4,3,1995,47.8
"Asia","China","","Shenyang",4,4,1995,47.8
"Asia","China","","Shenyang",4,5,1995,50.2
"Asia","China","","Shenyang",4,6,1995,37
"Asia","China","","Shenyang",4,7,1995,42.9
"Asia","China","","Shenyang",4,8,1995,37.9
"Asia","China","","Shenyang",4,9,1995,38.6
"Asia","China","","Shenyang",4,10,1995,39.7
"Asia","China","","Shenyang",4,11,1995,44.1
"Asia","China","","Shenyang",4,12,1995,48.1
"Asia","China","","Shenyang",4,13,1995,50.2
"Asia","China","","Shenyang",4,14,1995,49.4
"Asia","China","","Shenyang",4,15,1995,50.7
"Asia","China","","Shenyang",4,16,1995,50.6
"Asia","China","","Shenyang",4,17,1995,55.4
"Asia","China","","Shenyang",4,18,1995,41.6
"Asia","China","","Shenyang",4,19,1995,50.2
"Asia","China","","Shenyang",4,20,1995,56.5
"Asia","China","","Shenyang",4,21,1995,51.3
"Asia","China","","Shenyang",4,22,1995,52.3
"Asia","China","","Shenyang",4,23,1995,52.2
"Asia","China","","Shenyang",4,24,1995,60.9
"Asia","China","","Shenyang",4,25,1995,42.7
"Asia","China","","Shenyang",4,26,1995,60.1
"Asia","China","","Shenyang",4,27,1995,61.6
"Asia","China","","Shenyang",4,28,1995,63.9
"Asia","China","","Shenyang",4,29,1995,58.5
"Asia","China","","Shenyang",4,30,1995,67.8
"Asia","China","","Shenyang",5,1,1995,55.3
"Asia","China","","Shenyang",5,2,1995,43.6
"Asia","China","","Shenyang",5,3,1995,49.6
"Asia","China","","Shenyang",5,4,1995,55.1
"Asia","China","","Shenyang",5,5,1995,54
"Asia","China","","Shenyang",5,6,1995,51.9
"Asia","China","","Shenyang",5,7,1995,65.8
"Asia","China","","Shenyang",5,8,1995,64.9
"Asia","China","","Shenyang",5,9,1995,49.7
"Asia","China","","Shenyang",5,10,1995,48.3
"Asia","China","","Shenyang",5,11,1995,55.2
"Asia","China","","Shenyang",5,12,1995,61.4
"Asia","China","","Shenyang",5,13,1995,60.3
"Asia","China","","Shenyang",5,14,1995,61.3
"Asia","China","","Shenyang",5,15,1995,68.8
"Asia","China","","Shenyang",5,16,1995,69.9
"Asia","China","","Shenyang",5,17,1995,61.1
"Asia","China","","Shenyang",5,18,1995,65.5
"Asia","China","","Shenyang",5,19,1995,57.9
"Asia","China","","Shenyang",5,20,1995,60.6
"Asia","China","","Shenyang",5,21,1995,64.5
"Asia","China","","Shenyang",5,22,1995,61.3
"Asia","China","","Shenyang",5,23,1995,66.2
"Asia","China","","Shenyang",5,24,1995,66
"Asia","China","","Shenyang",5,25,1995,63
"Asia","China","","Shenyang",5,26,1995,62
"Asia","China","","Shenyang",5,27,1995,65.5
"Asia","China","","Shenyang",5,28,1995,56.4
"Asia","China","","Shenyang",5,29,1995,59.3
"Asia","China","","Shenyang",5,30,1995,61.8
"Asia","China","","Shenyang",5,31,1995,64.3
"Asia","China","","Shenyang",6,1,1995,68.2
"Asia","China","","Shenyang",6,2,1995,60
"Asia","China","","Shenyang",6,3,1995,63.8
"Asia","China","","Shenyang",6,4,1995,66.7
"Asia","China","","Shenyang",6,5,1995,74.1
